Wellhead Temp. (C),Wellhead Press (psi),MMCFD- gas,BOPD (barrel of oil produced per day),BWPD (barrel of water produced per day),BSW - basic solid and water (%),CO2 mol. (%) @ 25 C & 1 Atm.,Gas Grav.,CR-corrosion defect 
49.18,2187.48,2.71,1038.49,3749.13,3.01,3.9599,0.8234,0.1234
55.23,2164.85,0.54,1375.82,6891.05,37.45,2.3807,0.7325,0.3068
64.35,2030.46,9.54,143.57,1236.37,54.31,3.11,0.9155,0.3452
68.21,1883.68,2.73,610.06,6343.57,9.71,0.933,0.7421,0.4044
68.07,672.21,9.57,424.09,7870.02,36.33,3.4868,0.8766,0.3385
59.42,2115.28,15.19,1069.42,6438.83,5.33,2.6318,0.9007,0.2778
62.29,1168.0,11.65,260.16,8306.33,78.48,1.5651,0.8892,0.0391
64.28,1067.15,6.88,1370.42,7620.98,83.17,2.2258,0.9,0.1482
47.4,2132.88,11.05,796.1,8781.34,6.95,3.5159,0.7745,0.1084
63.18,1882.19,6.87,1568.01,1387.85,78.0,4.2618,0.8995,0.3523
66.1,612.55,8.71,601.04,5973.52,8.46,2.8361,0.8809,0.2012
60.41,1749.6,7.68,314.08,8185.54,86.02,2.6674,0.8925,0.1299
63.68,976.11,0.84,478.47,940.67,85.63,1.163,0.9165,0.023
48.61,2288.13,15.0,1551.32,1227.3,69.33,3.4605,0.8137,0.0225
69.97,601.76,13.58,1108.59,9291.77,29.86,3.9407,0.8603,0.1142
71.08,1009.11,8.21,1964.79,8222.17,51.28,4.2409,0.9081,0.0472
66.06,1629.16,14.35,1584.99,7228.51,11.83,1.1382,0.7461,0.1521
62.13,616.54,3.01,634.56,3697.13,83.62,3.6765,0.9205,0.1152
59.85,1830.25,3.54,200.5,5435.63,12.81,1.8748,0.9319,0.12
60.03,1100.49,3.49,388.56,9186.01,46.83,4.1784,0.7743,0.0618
49.22,1237.29,16.4,251.03,4236.51,27.03,4.1987,0.8516,0.3396
52.33,1521.23,5.67,265.79,9029.09,44.35,3.6541,0.8158,0.0082
63.49,678.45,9.85,2034.2,2059.55,89.26,0.7368,0.8685,0.1123
71.08,1009.11,8.21,1964.79,8222.17,51.28,4.2409,0.9081,0.0472
47.17,1599.25,12.28,990.58,1288.75,5.67,3.3752,0.8009,0.1568
45.53,1064.15,9.51,2058.66,567.57,72.5,4.0847,0.8242,0.3548
61.92,1747.29,9.78,1330.45,271.36,33.15,1.5495,0.9069,0.2079
65.89,983.83,3.56,2038.28,3352.64,83.37,2.8712,0.8214,0.385
43.22,670.72,4.12,413.98,3259.89,21.62,2.6736,0.731,0.3309
66.63,1945.21,7.92,1117.32,8980.52,46.65,1.6905,0.7849,0.3941
68.53,1045.82,14.4,810.01,5990.46,31.82,3.2109,0.905,0.2543
71.44,2087.03,10.39,1598.61,3018.3,50.52,3.7408,0.9068,0.2353
58.19,1610.73,1.0,781.36,3089.37,72.44,3.4925,0.8203,0.3313
58.76,2061.09,8.38,1403.69,2833.09,7.91,2.8727,0.9165,0.234
55.23,2164.85,0.54,1375.82,6891.05,37.45,2.3807,0.7325,0.3068
66.89,1622.95,5.16,277.07,1195.06,89.22,3.4979,0.9002,0.2007
47.46,2243.44,2.42,727.07,4184.95,37.04,2.5155,0.7695,0.0027
61.34,2169.53,3.33,139.52,9248.56,20.77,0.7961,0.7378,0.0386
66.72,2305.97,14.9,211.59,2511.9,18.05,3.2229,0.8763,0.0836
45.53,1064.15,9.51,2058.66,567.57,72.5,4.0847,0.8242,0.3548
41.63,1277.14,10.37,275.56,6904.14,19.59,4.1772,0.8277,0.3672
62.68,1135.01,15.82,1852.27,6712.01,43.24,0.8533,0.9237,0.2361
71.99,989.73,15.23,385.4,8280.56,69.85,1.5789,0.8351,0.1306
53.7,2127.37,1.22,1611.25,7509.23,36.9,2.4693,0.736,0.0255
55.19,1862.74,3.29,1012.75,2614.22,10.55,3.7666,0.7421,0.3604
64.42,1993.15,5.14,292.3,3817.28,67.7,2.7553,0.8515,0.3464
59.6,2170.54,4.87,1542.79,8850.68,21.41,2.4242,0.7939,0.3314
59.74,1930.84,16.96,1486.35,4202.83,3.7,2.3477,0.8946,0.1137
65.92,762.98,6.99,810.38,1177.58,29.27,0.8938,0.9227,0.2845
66.24,1510.37,3.79,289.57,966.75,15.27,0.8745,0.8885,0.1834
68.77,1739.43,14.26,1617.36,2367.53,18.58,2.2343,0.8146,0.1152
64.53,1392.21,4.68,635.27,8879.25,40.04,3.2478,0.8116,0.36
73.38,1912.11,13.68,1900.75,3009.75,75.55,1.6362,0.8358,0.0977
53.55,2300.61,16.9,1130.32,2997.89,34.22,4.1319,0.7111,0.2839
73.71,428.83,7.26,773.78,6907.87,62.04,2.948,0.8361,0.2398
73.87,2142.23,13.52,483.38,6630.13,69.38,2.2272,0.8526,0.044
67.21,1340.54,10.36,1209.46,123.96,20.47,2.1917,0.8877,0.398
47.4,2132.88,11.05,796.1,8781.34,6.95,3.5159,0.7745,0.1084
58.39,1650.84,2.92,1117.68,1514.01,85.52,3.1766,0.7379,0.0461
55.19,1641.6,5.11,1592.81,3196.83,82.86,3.9951,0.7304,0.0066
59.84,1972.03,4.44,129.47,7202.17,57.92,0.9535,0.8511,0.1221
65.89,983.83,3.56,2038.28,3352.64,83.37,2.8712,0.8214,0.385
41.29,1377.9,15.39,902.62,782.01,40.05,1.3085,0.7331,0.3544
52.71,2009.21,12.81,695.03,540.71,14.04,3.0474,0.7897,0.1722
58.19,1610.73,1.0,781.36,3089.37,72.44,3.4925,0.8203,0.3313
66.72,2305.97,14.9,211.59,2511.9,18.05,3.2229,0.8763,0.0836
55.92,2182.01,8.98,1587.3,589.94,67.92,1.9142,0.717,0.0589
58.77,1181.98,1.89,1519.22,1835.72,66.35,4.2519,0.8735,0.3425
59.54,1310.14,0.84,1782.04,4321.82,13.29,3.5047,0.8175,0.2909
42.94,1255.35,15.74,378.23,9232.12,7.97,3.129,0.7619,0.1031
66.72,2305.97,14.9,211.59,2511.9,18.05,3.2229,0.8763,0.0836
60.03,1100.49,3.49,388.56,9186.01,46.83,4.1784,0.7743,0.0618
47.25,1550.98,0.23,174.7,2602.78,76.2,3.6172,0.8723,0.2243
46.73,712.55,0.75,626.41,7858.41,18.02,3.7482,0.7318,0.1887
66.52,1444.83,1.35,1356.54,8812.39,62.2,3.2985,0.7247,0.3672
52.78,1676.32,1.58,647.15,4290.88,42.98,3.9323,0.8216,0.3597
56.27,1613.28,4.99,392.29,8568.67,71.69,3.8541,0.721,0.386
70.38,1634.02,3.14,1149.79,7793.76,73.53,1.6644,0.7202,0.2039
59.22,1229.22,2.16,1854.6,6676.2,26.99,2.4837,0.8622,0.1594
47.01,451.04,12.56,573.26,5711.91,70.94,4.2982,0.8468,0.0576
72.74,545.58,13.56,1568.83,916.96,76.77,1.0722,0.8502,0.3019
59.03,989.07,2.11,1468.69,8031.73,50.53,2.3224,0.891,0.0043
59.37,1841.74,9.26,1663.3,9042.61,9.34,1.5966,0.9034,0.3291
61.62,1525.17,2.19,984.56,1619.44,28.92,0.7805,0.9312,0.1901
41.07,1956.4,6.83,200.97,4043.4,5.53,3.6614,0.8262,0.3523
59.6,2170.54,4.87,1542.79,8850.68,21.41,2.4242,0.7939,0.3314
48.39,1123.05,1.56,728.81,2622.99,82.53,4.1721,0.8719,0.2383
59.03,989.07,2.11,1468.69,8031.73,50.53,2.3224,0.891,0.0043
41.63,1277.14,10.37,275.56,6904.14,19.59,4.1772,0.8277,0.3672
71.53,929.44,16.99,2061.14,5568.5,27.43,1.782,0.8003,0.2754
63.18,1882.19,6.87,1568.01,1387.85,78.0,4.2618,0.8995,0.3523
54.76,1805.11,7.27,749.81,1056.15,80.99,3.352,0.8973,0.0036
53.37,1743.41,1.97,1055.9,1596.67,80.97,2.0525,0.714,0.2549
66.72,2305.97,14.9,211.59,2511.9,18.05,3.2229,0.8763,0.0836
66.06,1629.16,14.35,1584.99,7228.51,11.83,1.1382,0.7461,0.1521
62.83,1637.4,6.13,657.2,6273.53,58.81,0.8189,0.814,0.0995
55.19,1641.6,5.11,1592.81,3196.83,82.86,3.9951,0.7304,0.0066
47.05,1034.58,3.37,994.79,7341.82,27.01,3.3973,0.7147,0.2616
58.28,2317.23,3.95,1785.6,2574.55,64.16,3.3954,0.921,0.2655
70.95,1584.06,10.49,371.71,595.58,76.0,4.0374,0.9311,0.0814
61.88,1686.65,1.98,758.13,2265.73,27.34,4.0476,0.8167,0.0411
49.99,936.17,9.34,370.15,6699.73,72.13,3.7614,0.8043,0.1405
66.9,1439.45,4.49,490.12,50.65,76.59,0.8259,0.8843,0.2347
62.44,1759.9,4.36,1122.43,9098.5,55.4,1.0849,0.7398,0.1985
62.83,1637.4,6.13,657.2,6273.53,58.81,0.8189,0.814,0.0995
63.13,1354.5,2.41,747.03,7460.22,4.57,0.7789,0.7899,0.0786
66.24,1510.37,3.79,289.57,966.75,15.27,0.8745,0.8885,0.1834
71.74,866.52,15.86,842.7,6935.44,68.74,2.4168,0.9081,0.2178
70.38,1634.02,3.14,1149.79,7793.76,73.53,1.6644,0.7202,0.2039
59.54,1310.14,0.84,1782.04,4321.82,13.29,3.5047,0.8175,0.2909
70.95,1584.06,10.49,371.71,595.58,76.0,4.0374,0.9311,0.0814
65.22,2086.47,2.58,1143.21,7797.39,49.31,3.5119,0.7355,0.1722
43.9,1140.67,7.66,1447.28,4732.79,1.01,3.7802,0.7475,0.2697
58.77,1181.98,1.89,1519.22,1835.72,66.35,4.2519,0.8735,0.3425
53.7,2127.37,1.22,1611.25,7509.23,36.9,2.4693,0.736,0.0255
43.9,1140.67,7.66,1447.28,4732.79,1.01,3.7802,0.7475,0.2697
53.55,2300.61,16.9,1130.32,2997.89,34.22,4.1319,0.7111,0.2839
43.9,1140.67,7.66,1447.28,4732.79,1.01,3.7802,0.7475,0.2697
55.23,2164.85,0.54,1375.82,6891.05,37.45,2.3807,0.7325,0.3068
59.22,1229.22,2.16,1854.6,6676.2,26.99,2.4837,0.8622,0.1594
43.9,1140.67,7.66,1447.28,4732.79,1.01,3.7802,0.7475,0.2697
68.21,1883.68,2.73,610.06,6343.57,9.71,0.933,0.7421,0.4044
64.92,1637.3,5.4,840.81,6472.76,21.32,3.0083,0.7993,0.2491
57.87,2296.62,4.21,137.03,2811.85,23.91,3.0893,0.7655,0.1062
68.07,672.21,9.57,424.09,7870.02,36.33,3.4868,0.8766,0.3385
44.92,1117.49,13.22,1003.04,454.09,62.37,1.4029,0.7365,0.1019
62.83,1637.4,6.13,657.2,6273.53,58.81,0.8189,0.814,0.0995
52.57,2073.58,15.68,1418.45,831.72,0.21,3.3518,0.791,0.258
64.92,1637.3,5.4,840.81,6472.76,21.32,3.0083,0.7993,0.2491
49.22,1237.29,16.4,251.03,4236.51,27.03,4.1987,0.8516,0.3396
66.24,1510.37,3.79,289.57,966.75,15.27,0.8745,0.8885,0.1834
47.4,2132.88,11.05,796.1,8781.34,6.95,3.5159,0.7745,0.1084
70.38,1634.02,3.14,1149.79,7793.76,73.53,1.6644,0.7202,0.2039
49.99,936.17,9.34,370.15,6699.73,72.13,3.7614,0.8043,0.1405
66.34,2015.57,10.02,1426.04,4271.01,52.83,1.9202,0.837,0.053
64.1,2177.19,7.77,631.53,380.88,17.5,2.1774,0.8633,0.1271
72.2,1690.42,13.4,1435.35,1376.26,51.78,0.7487,0.7928,0.1669
53.71,1885.35,8.93,1057.63,527.69,31.18,3.281,0.7794,0.2613
58.39,1650.84,2.92,1117.68,1514.01,85.52,3.1766,0.7379,0.0461
52.33,1521.23,5.67,265.79,9029.09,44.35,3.6541,0.8158,0.0082
42.89,1168.89,13.59,787.55,3932.57,19.76,2.2591,0.7281,0.2863
49.99,936.17,9.34,370.15,6699.73,72.13,3.7614,0.8043,0.1405
56.57,2244.5,6.24,620.38,2095.85,10.81,3.0519,0.7689,0.0593
51.66,847.59,4.17,755.28,7585.06,23.04,3.7994,0.7152,0.2243
50.91,1947.62,2.6,595.57,4577.01,57.86,2.9841,0.7867,0.2883
71.99,989.73,15.23,385.4,8280.56,69.85,1.5789,0.8351,0.1306
51.01,1482.56,3.66,357.79,3904.64,74.19,2.9011,0.7892,0.2599
59.22,1229.22,2.16,1854.6,6676.2,26.99,2.4837,0.8622,0.1594
61.88,1686.65,1.98,758.13,2265.73,27.34,4.0476,0.8167,0.0411
62.08,1314.48,3.77,1851.74,7551.4,69.8,1.8533,0.8138,0.2215
71.08,1009.11,8.21,1964.79,8222.17,51.28,4.2409,0.9081,0.0472
61.35,1650.71,7.87,1895.26,3034.71,9.86,2.4773,0.8306,0.2218
62.08,1314.48,3.77,1851.74,7551.4,69.8,1.8533,0.8138,0.2215
68.14,825.02,8.36,496.92,3154.97,61.02,3.1912,0.9147,0.1351
53.37,1743.41,1.97,1055.9,1596.67,80.97,2.0525,0.714,0.2549
67.57,1604.28,9.24,1795.34,3022.33,16.49,2.847,0.8053,0.3583
68.53,1045.82,14.4,810.01,5990.46,31.82,3.2109,0.905,0.2543
64.11,1265.04,15.18,2012.18,1934.8,41.16,2.8399,0.9184,0.0274
58.56,1719.63,13.42,2087.43,55.28,14.43,4.263,0.762,0.2187
65.92,762.98,6.99,810.38,1177.58,29.27,0.8938,0.9227,0.2845
71.71,1723.78,0.41,885.95,520.43,22.98,0.8413,0.776,0.0384
71.08,1009.11,8.21,1964.79,8222.17,51.28,4.2409,0.9081,0.0472
51.66,847.59,4.17,755.28,7585.06,23.04,3.7994,0.7152,0.2243
65.52,407.02,5.77,1951.34,1505.43,63.47,3.5419,0.8766,0.2704
50.92,2277.1,16.29,262.33,588.15,8.02,2.4742,0.7823,0.3333
68.21,1883.68,2.73,610.06,6343.57,9.71,0.933,0.7421,0.4044
54.52,690.67,2.83,721.98,2919.52,50.15,4.1323,0.7598,0.0465
61.94,555.47,8.44,1600.76,7134.43,38.3,2.4181,0.9285,0.2297
52.97,1598.2,13.73,1624.13,964.31,85.11,4.0609,0.7791,0.3593
70.38,1634.02,3.14,1149.79,7793.76,73.53,1.6644,0.7202,0.2039
66.63,1945.21,7.92,1117.32,8980.52,46.65,1.6905,0.7849,0.3941
70.95,1584.06,10.49,371.71,595.58,76.0,4.0374,0.9311,0.0814
65.92,762.98,6.99,810.38,1177.58,29.27,0.8938,0.9227,0.2845
61.35,1650.71,7.87,1895.26,3034.71,9.86,2.4773,0.8306,0.2218
59.85,1830.25,3.54,200.5,5435.63,12.81,1.8748,0.9319,0.12
73.71,428.83,7.26,773.78,6907.87,62.04,2.948,0.8361,0.2398
71.74,866.52,15.86,842.7,6935.44,68.74,2.4168,0.9081,0.2178
68.07,672.21,9.57,424.09,7870.02,36.33,3.4868,0.8766,0.3385
59.77,1723.01,10.44,2038.31,120.68,72.9,1.767,0.8881,0.2616
65.04,1496.1,8.48,324.23,7665.46,75.68,1.6262,0.8288,0.2027
58.28,2317.23,3.95,1785.6,2574.55,64.16,3.3954,0.921,0.2655
60.49,2231.32,11.13,649.43,883.99,84.07,3.9449,0.8882,0.3157
43.9,1140.67,7.66,1447.28,4732.79,1.01,3.7802,0.7475,0.2697
58.05,1585.81,3.85,1807.13,1663.84,55.54,4.041,0.9017,0.2788
54.52,690.67,2.83,721.98,2919.52,50.15,4.1323,0.7598,0.0465
73.38,1912.11,13.68,1900.75,3009.75,75.55,1.6362,0.8358,0.0977
65.52,407.02,5.77,1951.34,1505.43,63.47,3.5419,0.8766,0.2704
65.92,762.98,6.99,810.38,1177.58,29.27,0.8938,0.9227,0.2845
66.09,2104.48,13.24,581.49,3757.23,21.31,4.1116,0.8898,0.2161
66.76,997.29,4.96,1265.3,435.83,20.01,1.3458,0.8583,0.1455
66.89,1622.95,5.16,277.07,1195.06,89.22,3.4979,0.9002,0.2007
59.85,1830.25,3.54,200.5,5435.63,12.81,1.8748,0.9319,0.12
62.43,1927.39,10.84,1816.67,3027.68,8.54,1.6219,0.8028,0.1932
65.04,1496.1,8.48,324.23,7665.46,75.68,1.6262,0.8288,0.2027
65.68,1462.8,2.78,539.19,1133.33,85.55,1.5126,0.8781,0.3281
47.46,2243.44,2.42,727.07,4184.95,37.04,2.5155,0.7695,0.0027
62.79,1894.34,0.82,986.57,2986.18,33.42,1.1207,0.7819,0.0115
62.68,1135.01,15.82,1852.27,6712.01,43.24,0.8533,0.9237,0.2361
51.5,1715.7,4.62,521.13,1341.31,26.3,3.5668,0.8206,0.1451
53.37,1743.41,1.97,1055.9,1596.67,80.97,2.0525,0.714,0.2549
55.19,1862.74,3.29,1012.75,2614.22,10.55,3.7666,0.7421,0.3604
61.1,961.26,1.27,1659.98,2363.88,28.07,3.2005,0.8745,0.1771
43.95,1879.46,10.52,517.26,567.07,16.05,2.003,0.7576,0.3743
60.87,1459.18,6.15,953.41,2655.54,11.47,4.2195,0.8612,0.0616
41.26,2292.52,10.36,194.25,2874.33,66.83,2.9432,0.8684,0.2076
65.32,784.93,14.69,1009.34,7764.92,34.52,1.306,0.8758,0.3593
45.2,1147.65,0.86,1337.99,9290.42,41.77,3.9136,0.7437,0.0839
61.92,2092.3,6.17,2086.64,9314.26,74.92,0.9643,0.8611,0.3444
72.05,980.89,6.9,556.06,3302.86,41.75,1.1707,0.825,0.0359
55.19,1641.6,5.11,1592.81,3196.83,82.86,3.9951,0.7304,0.0066
50.28,1848.25,7.53,1696.62,2042.42,59.32,3.4361,0.7471,0.3678
59.62,1056.34,16.83,1585.83,7017.74,2.26,3.1142,0.9283,0.0986
62.79,1894.34,0.82,986.57,2986.18,33.42,1.1207,0.7819,0.0115
54.76,1805.11,7.27,749.81,1056.15,80.99,3.352,0.8973,0.0036
50.91,1947.62,2.6,595.57,4577.01,57.86,2.9841,0.7867,0.2883
59.03,989.07,2.11,1468.69,8031.73,50.53,2.3224,0.891,0.0043
61.35,1650.71,7.87,1895.26,3034.71,9.86,2.4773,0.8306,0.2218
66.97,2036.34,15.26,700.38,7795.69,61.04,1.6463,0.9139,0.3991
64.53,1392.21,4.68,635.27,8879.25,40.04,3.2478,0.8116,0.36
66.79,2229.49,16.19,379.95,3430.66,31.03,2.7921,0.8839,0.1479
50.94,2240.19,6.72,647.65,5117.86,63.31,2.5736,0.7396,0.3453
61.11,2042.39,4.99,442.51,4551.56,88.32,2.431,0.8729,0.3803
66.24,1510.37,3.79,289.57,966.75,15.27,0.8745,0.8885,0.1834
57.87,2296.62,4.21,137.03,2811.85,23.91,3.0893,0.7655,0.1062
41.26,2292.52,10.36,194.25,2874.33,66.83,2.9432,0.8684,0.2076
54.03,1753.27,0.61,510.65,7086.33,66.45,3.5445,0.8556,0.351
46.44,939.73,0.96,1586.07,2441.85,70.71,3.1392,0.7428,0.3961
65.92,762.98,6.99,810.38,1177.58,29.27,0.8938,0.9227,0.2845
70.95,1584.06,10.49,371.71,595.58,76.0,4.0374,0.9311,0.0814
52.97,1598.2,13.73,1624.13,964.31,85.11,4.0609,0.7791,0.3593
52.33,1521.23,5.67,265.79,9029.09,44.35,3.6541,0.8158,0.0082
49.57,1723.08,14.77,1192.42,3474.09,3.93,3.1818,0.7636,0.1704
66.39,2249.31,0.91,130.92,2501.24,49.66,3.227,0.8311,0.2911
65.92,762.98,6.99,810.38,1177.58,29.27,0.8938,0.9227,0.2845
47.17,1599.25,12.28,990.58,1288.75,5.67,3.3752,0.8009,0.1568
58.28,2317.23,3.95,1785.6,2574.55,64.16,3.3954,0.921,0.2655
64.28,1067.15,6.88,1370.42,7620.98,83.17,2.2258,0.9,0.1482
59.05,2312.92,10.71,1819.62,2784.01,17.13,3.4216,0.8217,0.0465
65.04,1496.1,8.48,324.23,7665.46,75.68,1.6262,0.8288,0.2027
54.82,1910.1,1.95,1500.42,4355.98,76.52,3.316,0.8349,0.0443
53.37,1743.41,1.97,1055.9,1596.67,80.97,2.0525,0.714,0.2549
46.76,820.87,13.42,1153.26,4243.64,88.69,2.7607,0.7224,0.3795
59.92,1928.88,14.77,668.39,1286.57,39.26,4.1734,0.9197,0.0077
59.69,1958.51,10.9,524.93,8549.41,17.41,3.3938,0.8347,0.1026
68.07,672.21,9.57,424.09,7870.02,36.33,3.4868,0.8766,0.3385
63.13,499.27,3.96,1677.15,6693.85,81.42,1.4484,0.836,0.3364
72.47,395.05,12.17,871.88,8528.18,55.98,1.4794,0.7952,0.1801
52.33,1521.23,5.67,265.79,9029.09,44.35,3.6541,0.8158,0.0082
65.59,2196.76,14.83,924.67,658.18,67.77,3.0498,0.8979,0.2688
56.81,2242.44,1.71,1470.6,5929.47,14.83,2.0084,0.7927,0.0031
58.56,1719.63,13.42,2087.43,55.28,14.43,4.263,0.762,0.2187
73.46,1582.86,15.43,2060.9,5703.45,65.61,0.687,0.7526,0.257
48.7,1298.57,16.91,1492.6,3155.0,41.9,4.2422,0.7561,0.2136
64.2,870.71,11.75,1596.52,1763.77,6.39,3.7048,0.8845,0.016
58.05,1585.81,3.85,1807.13,1663.84,55.54,4.041,0.9017,0.2788
52.66,1174.92,0.84,924.46,6157.33,57.61,4.0096,0.833,0.0553
61.1,961.26,1.27,1659.98,2363.88,28.07,3.2005,0.8745,0.1771
67.57,1604.28,9.24,1795.34,3022.33,16.49,2.847,0.8053,0.3583
61.62,1525.17,2.19,984.56,1619.44,28.92,0.7805,0.9312,0.1901
66.34,2015.57,10.02,1426.04,4271.01,52.83,1.9202,0.837,0.053
59.95,1319.66,2.14,632.76,7216.07,49.24,2.9447,0.8935,0.3719
56.27,1613.28,4.99,392.29,8568.67,71.69,3.8541,0.721,0.386
52.78,1676.32,1.58,647.15,4290.88,42.98,3.9323,0.8216,0.3597
71.23,1172.95,0.93,1305.15,1212.97,5.87,3.8647,0.8278,0.1814
72.16,1888.91,13.19,1025.23,3410.71,39.87,2.4332,0.8615,0.3764
72.05,980.89,6.9,556.06,3302.86,41.75,1.1707,0.825,0.0359
62.47,1216.41,1.59,324.92,8152.38,73.61,3.0376,0.797,0.2263
47.25,1550.98,0.23,174.7,2602.78,76.2,3.6172,0.8723,0.2243
62.9,1874.52,16.51,2082.66,675.4,10.5,3.021,0.8429,0.2937
56.81,2242.44,1.71,1470.6,5929.47,14.83,2.0084,0.7927,0.0031
69.97,601.76,13.58,1108.59,9291.77,29.86,3.9407,0.8603,0.1142
61.92,2092.3,6.17,2086.64,9314.26,74.92,0.9643,0.8611,0.3444
66.09,2104.48,13.24,581.49,3757.23,21.31,4.1116,0.8898,0.2161
49.55,1309.51,7.11,528.47,515.59,38.68,2.8746,0.7797,0.1632
58.19,1610.73,1.0,781.36,3089.37,72.44,3.4925,0.8203,0.3313
66.06,1629.16,14.35,1584.99,7228.51,11.83,1.1382,0.7461,0.1521
53.26,622.53,1.92,264.9,7965.68,51.23,4.122,0.7633,0.2582
65.62,1288.47,2.09,1719.14,1577.26,7.64,3.1566,0.8041,0.2189
63.13,499.27,3.96,1677.15,6693.85,81.42,1.4484,0.836,0.3364
65.22,2086.47,2.58,1143.21,7797.39,49.31,3.5119,0.7355,0.1722
61.62,1525.17,2.19,984.56,1619.44,28.92,0.7805,0.9312,0.1901
48.61,2288.13,15.0,1551.32,1227.3,69.33,3.4605,0.8137,0.0225
68.07,672.21,9.57,424.09,7870.02,36.33,3.4868,0.8766,0.3385
53.55,2300.61,16.9,1130.32,2997.89,34.22,4.1319,0.7111,0.2839
72.05,980.89,6.9,556.06,3302.86,41.75,1.1707,0.825,0.0359
49.22,1237.29,16.4,251.03,4236.51,27.03,4.1987,0.8516,0.3396
50.92,2277.1,16.29,262.33,588.15,8.02,2.4742,0.7823,0.3333
71.53,929.44,16.99,2061.14,5568.5,27.43,1.782,0.8003,0.2754
67.21,1340.54,10.36,1209.46,123.96,20.47,2.1917,0.8877,0.398
60.66,2200.0,12.06,240.5,3656.68,3.96,2.8043,0.9101,0.2825
73.01,1256.75,4.31,299.34,4444.55,64.23,1.3651,0.8103,0.1449
62.02,1161.25,0.59,779.59,3257.15,26.33,2.0335,0.886,0.0386
69.33,2002.62,6.83,833.82,8885.31,77.69,3.3163,0.9183,0.3487
51.66,847.59,4.17,755.28,7585.06,23.04,3.7994,0.7152,0.2243
64.1,1287.87,9.66,1253.57,1826.84,31.24,2.5719,0.8805,0.0237
51.01,1482.56,3.66,357.79,3904.64,74.19,2.9011,0.7892,0.2599
59.42,2115.28,15.19,1069.42,6438.83,5.33,2.6318,0.9007,0.2778
41.26,2292.52,10.36,194.25,2874.33,66.83,2.9432,0.8684,0.2076
61.35,1650.71,7.87,1895.26,3034.71,9.86,2.4773,0.8306,0.2218
51.6,936.71,13.89,632.06,2956.61,24.38,4.1054,0.7903,0.2239
59.77,1723.01,10.44,2038.31,120.68,72.9,1.767,0.8881,0.2616
54.44,1913.5,5.42,1097.63,2801.02,61.08,3.5289,0.8106,0.0144
62.9,1874.52,16.51,2082.66,675.4,10.5,3.021,0.8429,0.2937
63.13,499.27,3.96,1677.15,6693.85,81.42,1.4484,0.836,0.3364
67.92,1296.16,11.19,131.05,7558.35,28.14,3.8961,0.8541,0.0881
66.72,1468.95,0.28,327.7,1160.36,67.22,3.3854,0.8859,0.2655
63.26,1854.1,11.16,1631.66,352.33,16.36,1.3106,0.8304,0.0086
73.46,1582.86,15.43,2060.9,5703.45,65.61,0.687,0.7526,0.257
68.53,1045.82,14.4,810.01,5990.46,31.82,3.2109,0.905,0.2543
63.13,499.27,3.96,1677.15,6693.85,81.42,1.4484,0.836,0.3364
70.1,652.4,11.76,338.44,2767.04,48.98,2.2199,0.9256,0.2614
64.13,2058.81,2.53,1307.94,5815.68,21.06,4.1099,0.7434,0.4052
63.39,1718.45,16.26,1193.84,1568.24,49.53,1.6094,0.9163,0.0602
54.03,2286.86,1.5,967.96,4900.59,7.84,3.7564,0.8991,0.0027
59.54,1310.14,0.84,1782.04,4321.82,13.29,3.5047,0.8175,0.2909
52.57,2073.58,15.68,1418.45,831.72,0.21,3.3518,0.791,0.258
62.02,1867.97,2.2,674.91,1895.97,55.07,1.5399,0.8718,0.2628
64.42,1993.15,5.14,292.3,3817.28,67.7,2.7553,0.8515,0.3464
49.46,2011.79,5.69,1053.85,799.61,48.36,4.2311,0.8877,0.2986
60.03,1100.49,3.49,388.56,9186.01,46.83,4.1784,0.7743,0.0618
66.92,914.84,5.97,660.31,8187.7,75.61,2.3962,0.8151,0.0186
62.88,479.15,5.87,1802.88,3167.28,3.16,0.6786,0.9136,0.1559
66.79,2229.49,16.19,379.95,3430.66,31.03,2.7921,0.8839,0.1479
42.22,1913.76,16.12,1213.19,1114.85,3.21,1.7775,0.7263,0.3267
57.4,1796.2,5.5,1265.85,2465.96,51.03,4.004,0.8382,0.0095
66.34,2015.57,10.02,1426.04,4271.01,52.83,1.9202,0.837,0.053
63.8,2299.26,4.28,1661.59,1916.5,81.31,1.8799,0.7693,0.3153
45.14,453.79,13.39,1670.8,2852.91,3.85,3.2667,0.7178,0.215
51.66,847.59,4.17,755.28,7585.06,23.04,3.7994,0.7152,0.2243
72.74,545.58,13.56,1568.83,916.96,76.77,1.0722,0.8502,0.3019
64.09,2011.01,5.56,1389.55,5549.71,39.07,1.3949,0.7502,0.1632
42.03,1132.67,6.81,872.9,3158.02,22.23,3.2233,0.7806,0.0037
57.87,2296.62,4.21,137.03,2811.85,23.91,3.0893,0.7655,0.1062
42.22,1913.76,16.12,1213.19,1114.85,3.21,1.7775,0.7263,0.3267
69.33,2002.62,6.83,833.82,8885.31,77.69,3.3163,0.9183,0.3487
51.57,788.81,9.64,536.32,4550.08,63.51,3.9108,0.7769,0.2918
60.87,1459.18,6.15,953.41,2655.54,11.47,4.2195,0.8612,0.0616
72.7,1209.24,5.93,1496.02,3411.83,17.74,2.3435,0.7729,0.1257
47.4,2132.88,11.05,796.1,8781.34,6.95,3.5159,0.7745,0.1084
